left_product,left_manufacturer,left_price,left_description,right_product,right_manufacturer,right_price,right_description,match
Carregador Veicular Turbo Usb Compatível Samsung S22 S21 S20 S10 S9 S8 Plus + Cabo Usb-c 1m Anatel,HREBOS,49.9,"Carregue seu celular de verdade, chega de dor de cabeça com carregamento lento e instável. O Carregador Veicular Turbo Fast Charger, é o dispositivo mais moderno do mercado em tecnologia de carregamento rápido automotivo, o carregador veicular garante um carregamento super rápido a partir da entrada 12-24v do seu veículo.","Carregador Portátil Power Bank Hrebos, 10000mAh, 2 Saídas - Branco",HREBOS,114.9,"- led indicador de carga - carga rápida. - 2x saídas e 2x entradas. - proteção contra sobrecarga. - proteção contra corrente elétrica. - proteção de energia. - proteção de núcleo. - proteção contra sobretensão. - proteção contra o super aquecimento - compacto e leve.     o power bank hs-905 da hrebos consegue fornecer carga rápida e segura para seus celulares e tablets em qualquer lugar. Elimine o risco de ficar sem bateria dos seus dispositivos em momentos inoportunos.   não deixe o power bank em contato com produtos inflamáveis devido ao risco de explosão, não o deixe em contato com a água para evitar curto-circuitos e nem exposto ao sol para evitar superaquecimento que possam danificar o produto. Para prologar a vida útil do produto carregue totalmente o power bank quando estiver descarregado",0
Tripé Iluminação Profissional Pedestal Universal Robusto 2 Metros E 10 Para Ring Light,Smart,69.9,"Tripé Iluminação Profissional Pedestal Universal Robusto 2 metros e 10 para Ring Light   Tripé Robusto de alta qualidade, possui molas internas para amortecimento, braçadeiras reforçadas em nylon, altura de 2,10 mts, abertura dos pés de 88 cm promovendo boa estabilidade, pino 5/8 com rosca 1/4 para usar diversos tipos de equipamentos. Reforçado, pode ser usado com diversos equipamentos de iluminação. Além disso este tripé é um modelo muito recomendado para utilização junto a equipamentos fotográficos e iluminação, uma vez que possui uma estrutura resistente com armação composta por materiais de alumínio e partes plásticas, conseguindo alcançar uma altura máxima de 2,10 metros e mínima de 68cm quando totalmente fechado, pesando somente cerca de 780 gramas, sendo portanto, carregado com muita facilidade e praticidade. O Tripé de Iluminação ainda possui 3 seções e 3 travas, que proporcionam ao usuário uma regulagem na altura, de forma que possibilite ao mesmo criar diversos modos de uso, conforme a necessidade de operação em cada um de seus trabalhos.  ",Suporte Multifuncional Para Celular Notebook Tablet De Mesa Universal Ergonômico Ajustável,Smart,23.9,"Suporte Multifuncional para Celular Notebook Tablet de Mesa Universal Ergonômico Ajustável   Cansado de ficar segurando o celular toda hora para responder mensagens, ver lives, filmes ou ler, sem contar a dor nos ombros e no pescoço? Temos o produto ideal para você resolver tudo isso. Oferecemos um suporte de celular para mesa que, além de ser muito decorativo, prático e moderno, é universal para todos os smartphones e tablets. Voltado para o bem-estar das pessoas, com o suporte você pode deixar o celular na vertical ou na horizontal, e eleva a tela do aparelho até o campo de visão. Com isso, você pode liberar as mãos, dar aquela relaxada na coluna, ombros e pescoço. Por ser dobrável e portátil, você pode levar este acessório para qualquer lugar que você for e sem ocupar espaço.",0
Adaptador Smartphones Lc-22 Para Estabilizador Eletrônico Weebill Lab E Crane 3,Kingjoy,216.18,"O Adaptador SmartPhones LC-22 é compatível com Estabilizadores Eletrônicos, como o Estabilizador Eletrônico Weebill Lab e Cran3 para Câmeras Mirrorless, para bastões de selfie, ou outros suportes de fotografia com entrada de 1/4 ´´.Ele é fixado na lateral do gimbal e é ajustável para manter os telefones de até 6,3 cm de largura quando o telefone é mantido na orientação paisagem.Compatibilidade:Estabilizador Eletrônico Weebill Lab Estabilizador Eletrônico Crane 3Bastões de selfieEntre outros..",Adaptador Smartphones Lc-22 Para Estabilizador Eletrônico Weebill Lab E Crane 3,Kingjoy,216.18,"O Adaptador SmartPhones LC-22 é compatível com Estabilizadores Eletrônicos, como o Estabilizador Eletrônico Weebill Lab e Cran3 para Câmeras Mirrorless, para bastões de selfie, ou outros suportes de fotografia com entrada de 1/4 ´´.Ele é fixado na lateral do gimbal e é ajustável para manter os telefones de até 6,3 cm de largura quando o telefone é mantido na orientação paisagem.Compatibilidade:Estabilizador Eletrônico Weebill Lab Estabilizador Eletrônico Crane 3Bastões de selfieEntre outros..",1
"Smartphone Tectoy On, 128GB, RAM 4GB, Octa-Core, Câmera Tripla 48MP, Azul Camaleão, Fone de Ouvido Bluetooth + Película e Capa Protetora",Tectoy,999.0,"Smartphone Tectoy On - 128GB   O único com fone Bluetooth O TecToy ON acompanha exclusivo fone bluetooth na caixa. O fone possui conexão bluetooth 5.0, autonomia de até 4 horas por carga, proteção IPX4 contra água e prática case carregadora com até 4 recargas. Já no Smartphone tenha muito espaço para as músicas e mais. Com 128GB de armazenamento, é muito fácil armazenar seus arquivos de mídia e aplicativos favoritos, garantindo assim uma experiência incrível   Maleabilidade e visibilidade perfeita  A tela com 2,5D proporciona maior resistência e melhor maleabilidade do aparelho, enquanto o brilho de 450 nits favorece a visibilidade em locais claros e escuros. A tela possui tecnologia IPS, que garante cores vivas sem distorções em qualquer ângulo, para que visualize suas fotos e vídeos com qualidade máxima. Falando da câmera a função detecção de cena AI usa da inteligência artificial para detecção de cena, otimiza as configurações de câmera para diversas ocasiões desde fotos do pôr do sol a fotos de família.   Os melhores momentos da sua vida registrados com qualidade impecável  Sua câmera traseira tripla de 48MP com HDR e Inteligência Artificial oferece cores muito mais vivas e de forma dinâmica, captando a vida em todos os detalhes. Capture os menores detalhes da vida com uma câmera macro de 2 MP. E faça selfies perfeitas com a câmera frontal de 8MP e LDC flash. Mesmo em ambientes com pouca luminosidade, tenha as melhores fotos e não perca nenhum momento importante.   Processador Octa-Core, 4GB de RAM.  O processador Octa-Core e memória RAM de 4GB permite que você realize suas tarefas com maior agilidade e excelente desempenho no processamento de informações. Quer seja em vídeos, jogos ou apps tenha mais diversão.   Garanta já seu Smartphone Tectoy aqui no KaBuM!","Smartphone Tectoy On - 128GB, 4G, Tela 6.22"", Dual, NFC, Câmera Tripla 48MP, Selfie 8MP + Fone Bluetooth, Azul",Tectoy,1099.0,"Tenha um smartphone diferenciado em suas mãos! O TecToy On produz fotos de nível profissional, pois oferece um conjunto de 03 câmeras na parte de trás do aparelho, permitindo que você capte as melhores fotografias em qualquer situação. Faça fotos criativas e compartilhe nas redes sociais, através da câmera de selfie de 8MP.",1
"Carregador Viribus Base Ultra Rápido Pd 20w Quick Charge 3.0, Preto",VIRIBUS,111.25,Carregador Base Ultra Rápido Viribus Pd 20w Quick Charge 3.0 - Preto,"Carregador Viribus Base Ultra Rápido Pd 20w Quick Charge 3.0, Preto",VIRIBUS,111.25,Carregador Base Ultra Rápido Viribus Pd 20w Quick Charge 3.0 - Preto,1
"Cabo Celular C3Tech Micro USB 2.0, 2m, Vermelho - Cb-200rd",C3TECH,36.93,Apresentação: Cabo USB para recarga e sincronizacao de dados. Conexão USB-Micro USB (compativel com sistema Android). Cabo revestido com malha com 2 metros de comprimento e corrente maxima de 2 Amperes. Recarregue mais rapido seus dispositivos eletronicos gracas ao sistema Faster Charge..,Carregador Universal Ac/usb Uc-215wh- C3tech,C3TECH,33.15,"Recarregue de forma pratica os mais diversos dispositivos eletrônicos com o carregador UC-215. Carregue com eficiência até 2 dispositivos simultaneamente com bivolt automático, corrente máxima de 2.4 e tomada padrão NBR 14136. Oferece ainda proteção contra curto-circuito, emissão eletromagnética, sobre corrente e sobre tensão.",0
Cabo Para Celular Smartphone Usb A 2.0 Para Usb Tipo C 2 Metros Branco - Puacb-02,PCYES,23.02,Cabo Para Celular Smartphone Usb A 2.0 Para Usb Tipo C 2 Metros Branco - Puacb-02.,Capa p/ iPhone 11 Pro Pcyes MT-11PR Silicone Rosa Sand Pink,PCYES,99.0,"As capinhas de silicone líquido da PCYES foram feitas para oferecer um encaixe perfeito para o seu aparelho. Além disso, seu toque emborrachado é suave, que torna o celular mais agradável de segurar e o deixa mais seguro.Revestimento Interno em MicrofibraSeu revestimento interno em microfibra o protege de riscos, o acabamento em silicone e seu formato que sobrepõe os cantos do celular o mantém a salvo em caso de pequenas quedas e arranhões maiores.*Imagens meramente ilustrativas.Especificações TécnicasDescrição : Capa p/ iPhone 11 Pro Pcyes MT-11PR Silicone Rosa Sand PinkAcessórios para Celular : Capas e ProtetoresEspecificação : Aparelhos compatíveis:iPhone 11 ProMaterial externo: silicone líquidoMaterial interno: microfibraeImagem Grande : -Garantia : 03 meses contra Defeitos de Fabricação..",0
Cabo Lightning Para Iphone 1m Branco Arcticus,Arcticus,50.0,"O cabo USB 2.0 para Iphone, possui carregamento e transmissão rápidos, ele é compatível com a interface lightning da Apple, usada nos dispositivos Iphone e Ipad.",Cabo Lightning Para Iphone 1m Branco Arcticus,Arcticus,50.0,"O cabo USB 2.0 para Iphone, possui carregamento e transmissão rápidos, ele é compatível com a interface lightning da Apple, usada nos dispositivos Iphone e Ipad.",1
"Smartphone Samsung Galaxy A23 128GB, Dual - Sm-a235mlbrzto",Samsung Celular,1399.0,Celular Samsung Galaxy A-23 128gb Dual - Sm-a235mlbrzto,Celular Samsung Galaxy A-13 128gb Dual - Sm-a135mzwlzto,Samsung Celular,989.0,Celular Samsung Galaxy A-13 128gb Dual - Sm-a135mzwlzto,0
Case Para Iphone 13 Pro Max Borda Verde Hybrid 1kase,1kase,169.99,"case hybrid - composta de policarbonato, tpu colorido (não amarela) e homologação militar ela vem para estilizar e proteger ainda mais seu aparelho. gostou? Ficou com alguma dúvida? não deixe de entrar em contato conosco.",Case Para Iphone 13 Pro Max Azul Premium 1kase,1kase,89.99,"case premium - composta de policarbonato envolto por um silicone premium, ela traz muito mais estilo e proteção para seu iphone.o fato de possuir policarbonato em sua estrutura interna faz com que ela possua homologação militar, trazendo assim muito mais proteção anti impacto. gostou? Ficou com alguma dúvida? não deixe de entrar em contato conosco.",1
"Suporte Magnético - Imã - Händz, Händz, Händz Ch-02, Cinza",Händz,39.99,"Suporte Magnético - Imã - Händz. Suporte de Carro magnético:Melhor sistema de presilha e diferente. Acabamento premium. O imã é potente, então não deixa o celular cair nem em terrenos irregulares.Não estraga com a entrada de ar do seu carro, não possui metal na presilha o que evita o desgaste e riscos no carro.","Cabo Iphone Händz Ultra Mfi Homologado, 1,5 M, Nylon 500d, Cinza",Händz,129.99,"Cabo Iphone Ultra Mfi - 1,5 M - Nylon 500d - Händz",0
Capa Anti Shock Para Samsung Galaxy A33 + Pelicula De Vidro 3d - Transparente,cell case,24.99,"Descrição Maxima proteção para seu novo Galaxy A33 2022, capa produzida com silicone reforçada na parte traseira e borracha reforçada nas laterais, o grande diferencial dessas capas está em suas quinas, que são compostas por uma dupla camada de silicone para trazer maior proteção para seu Galaxy A33 2022 Compatibilidade Samsung Galaxy A33","Pelicula Cell Case De Vidro 3d Para Iphone 11 Pro Max 6.5 Polegadas, Preto",cell case,19.99,Película De Vidro 3d Para Iphone 11 Pro Max 6.5 Polegadas - Preto,0
"Smartphone Caterpillar Catphone Cat S62 Pro, 128gb, 6gb Ram",CATERPILLAR,4603.1,"O S62 PRO da Caterpillar é forte e resistente como todos os da marca e oferece especificações incríveis, garantindo ótimo funcionamento. Vem com sistema operacional Android 10, 6GB de RAM e 128GB de armazenamento interno, o processador é octa-core e o processador gráfico é o Adreno 512. Tem câmera de 12MP na parte traseira e 8MP na frontal. Tudo com uma tela de 5.7 polegadas e resolução de 1080 x 2160 pixels.","Smartphone Caterpillar, Catphone 32gb, 3gb Ram - Cat S42",CATERPILLAR,2059.0,"O celular caterpillar cat s42 é perfeito para quem precisa de um smarphone potente e forte para encarar os desafios do dia a dia. O smarphone cat s42 está pronto para impactos, possui capa traseira emborracha tpu antiderrapante e resistente ao desgaste, cantos resistentes, a prova d água e sujeira sem necessidade de capa protetora e tela com proteção coring gorilla glass.Você pode levar o cat s42 com você em qualquer lugar. Ele foi desenvolvido para ajudá-lo em situações difíceis de trabalho ao ar livre e em atividades de lazer desafiadoras. O cat s42 é um telefone fácil de limpar. Você não precisa de nenhuma capa de proteção adicional que possa acumular germes. Um requisito essencial de higiene para quem deve continuar trabalhando.",0
Celular fácil de usar com números e letras grandes 32GB SOS,Obabox,599.99,"O Celular Fácil de usar com letras e números grandes 32GB foi pensado para conectar as famílias!

É um celular com acesso à internet e com o WhatsAp",Combo Smartphone Obasmart Conecta Preto e Celular Flip Vita Lite Dual Chip Preto Multilaser - OB023K,Obabox,560.99,"O ObaSmart Conecta é um celular adaptado para o seu uso, sem letrinhas pequenas e sem complicação. O ObaSmart Conecta corta caminhos e cria atalhos qu",0
Smartphone Caterpillar Catphone Cat S61 Dual 4Gb Ram 64Gb,Marca pendente,,"Smartphone caterpillar catphone cat s61 dual 4gb ram 64gb  O cat s61 é um smartphone android de bom nível, ótimo para fotos, que pode satisfazer até o mais exigente dos usuários. Tem uma grande tela touchscreen de 5.2 polegadas com uma boa resolução de 1920x1080 pixels. Sobre as características deste cat s61 na verdade não falta nada. Começando pelo lte 4g que permite a transferência de dados e excelente navegação na internet, além de conectividade wi-fi e gps. Tem também leitor multimídia, rádio, videoconferência e bluetooth. Enfatizamos a boa memória interna de 64 gb com a possibilidade de expansão. O cat s61 é um produto com poucos concorrentes em termos de multimídia graças à câmera de 16 megapixels que permite ao cat s61 tirar fotos fantásticas com uma resolução de 4619x3464 pixels e gravar vídeos em 4k a espantosa resolução de 3840x2160 pixels.  Bluetooth 5,0, a2dp, le Wifi wi-fi 802.11 b / g / n, wi-fi direct, hotspot Energia / voltagem ac 100~240v 50/60hz-bivolt Conexões microusb v2.0, usb host,jack 3,5 mm Série cats Video reprodução de vídeo:h.263, h.264, h.265, mpeg4, vp8, vp9- gravação de vídeo:amr-nb, amr-wb, aac, aac Cor preto Chip dual sim- (nano sim) Frequência 2g gsm- 850/900/1800/1900mhz Frequência 3g wcdma - 850/900/1700/1900/2100mhz Frequência 4g lte-1(2100), 2(1900), 3(1800),4 (1700/2100),5(850),7(2600),8(900),12(700),25(1900)mhz Câmera traseira: câmera térmica de 16 mp, pdaf, flir (módulo lepton) com led duplo, câmera frontal 8mp Memória interna: 64gb/ 4gb ram/slot para cartão microsd, até 256gb (micro sd vendido separadamente) Áudio reprodução de áudio:aac, aac +, eaac +, amr-nb, amr-wb, mp3, midi, ogg, wav, flac, mkv- gravação de Sensor acelerômetro, proximidade, bússola,sensor de luz ambiente Bateria não removível de li-ion 4500 mahAnatel: 078402008787Anatel: 078402008787Anatel: 078402008787",Smartphone Samsung Galaxy A02 Vermelho 32Gb Dual Chip,Marca pendente,,"Além do belo design, o Galaxy A02 oferece alto desempenho, experiência imersiva na grande tela e bateria poderosa. Assim, você pode aproveitar seus conteúdos em um smartphone focado em atividades básicas do dia a dia. O conjunto de câmeras, com sensores de 13 MP (principal) e 2 MP (macro) garantem os registros de seus momentos favoritos em belas fotos nítidas. Já na parte frontal há uma câmera de 5 MP que assegura selfies em alta resolução.
Para assegurar desempenho nas atividades do dia a dia, o Galaxy A02 conta com 2 GB de memória RAM e 32 GB de armazenamento (podendo ser expandida com cartão MicroSD de até 512GB (vendido separadamente). E a bateria de 5.000 mAh garante longas horas de uso sem necessidade de carregamento.
KIT EMBALAGEM
Aparelho celular, carregador, cabo USB, Extrator de Chip e manual do usuário.
CARACTERÍSTICAS PRINCIPAIS
Tela Infinita de 6.5
Câmera Dupla Traseira de 13MP + 2MP
Selfie de 5MP
32GB de Memória Interna() e 2GB RAM
Bateria de 5.000mah
Dual Chip, Dual Messenger
Sistema Operacional Android | 10.0
PROCESSADOR
Quad-core
1.5ghz
CONECTIVIDADE
Bluetooth v5
Google , Samsung S-Browser 7.4
Conexão Wi-Fi
Roteador Wi-Fi
2 Chips 
Nano-sim (4FF)
USB 2.0
Micro USB
SENSORES
Acelerômetro, Proximidade, Luminosidade
Reconhecimento Facial
CÂMERA TRASEIRA
Resolução 13MP + 2MP
Abertura F1.9 + F2.4
ZoomDigital de 8x
Foco Automático (AF)
Flash-led
CÂMERA FRONTAL
Resolução5MP
AberturaF2.0
Flash Frontal na tela
MEMÓRIA
Memória Interna total compartilhada32GB()
Suporte a Cartão de Memória
Tipo Cartão de Memória Suportado MicroSD
Capacidade do Cartão de Memória 512GB
Memória RAM 2GB
BATERIA & CARREGAMENTO
Capacidade da Bateria (mAh)5000mah
Tipo de BateriaIons de Lítio
Bi-volt
Carregamento Rápido (7.5W)
Carregamento Sem Fio Não
Anatel: 184972000953",0
